AAC_6___Ib_SK	AAC_6___Ib_SK.3002593.AB164230.1.35_566.360
AAC_6___Ic	AAC_6___Ic.3002549.M94066.1.1553_1994.306
AAC_6___Ie_APH_2____Ia	AAC_6___Ie_APH_2____Ia.3002597.GU565967.1.24979_26419.5296
AAC_6___If	AAC_6___If.3002553.X55353.1.278_713.358
AAC_6___Ig	AAC_6___Ig.3002554.L09246.1.543_981.396
AAC_6___Ii	AAC_6___Ii.3002556.L12710.1.0_549.172
AAC_6___Iid	AAC_6___Iid.3002589.AJ584700.2.33_582.8166
AAC_6___Iih	AAC_6___Iih.3002590.AJ584701.2.10_562.8279
AAC_6___Ij	AAC_6___Ij.3002557.L29045.1.259_700.494
AAC_6___Ik	AAC_6___Ik.3002558.L29510.1.368_806.541
AAC_6___Il	AAC_6___Il.3004635.U13880.2.308_767.8368
AAC_6___Im	AAC_6___Im.3004629.AF337947.1.1214_1751.5375
AAC_6___Ir	AAC_6___Ir.3002561.AF031326.1.0_441.581
AAC_6___Isa	AAC_6___Isa.3002563.AB116646.1.429_903.705
AAC_6___Iw	AAC_6___Iw.3002567.AF031331.1.0_441.139
AAC_6___Iz	AAC_6___Iz.3002570.AF140221.1.389_851.205
AAK_1+	AAK_1.3006863.NG_070893.1.1_861.6497	OHIO_1.3006956.NG_049352.1.100_961.8119	SHV_100.3001338.AM941846.1.0_900.1542	SHV_106.3001155.AM941847.1.0_861.2019	SHV_107.3001156.AM941848.1.0_861.818	SHV_11.3001070.X98101.1.73_934.1062	SHV_110.3001159.HQ877615.1.0_861.1143	SHV_122.3001169.HM751103.1.0_864.4356	SHV_128.3001175.GU932590.1.0_861.900	SHV_137.3001181.HQ661363.1.71_932.1388	SHV_156.3001195.JX121123.1.0_861.1558	SHV_16.3001075.AF072684.2.117_993.8247	SHV_171.3001355.NG_068212.1.101_961.8031	SHV_173.3001357.KF513178.1.0_861.1390	SHV_182.3001364.KP050489.1.0_861.2124	SHV_183.3001351.HG934764.1.0_864.1945	SHV_187.3003154.LN515533.1.0_867.917	SHV_188.3003155.LN515534.1.0_873.989	SHV_191.3003591.NG_050057.1.1_861.8033	SHV_202.3005253.MF804906.1.0_867.8394	SHV_204.3005213.NG_057611.1.0_861.6291	SHV_205.3005207.NG_062276.1.0_861.6285	SHV_208.3005226.NG_062280.1.0_861.6311	SHV_212.3005212.NG_062284.1.0_861.6290	SHV_214.3005235.NG_062286.1.0_861.6321	SHV_216.3005215.NG_062288.1.0_861.6293	SHV_219.3005231.NG_062291.1.0_861.6316	SHV_227.3005233.NG_062299.1.0_861.6318	SHV_27.3001085.AF293345.1.0_861.1873	SHV_28.3001086.AF299299.1.0_861.1946	SHV_32.3001090.AY037778.1.91_952.1066	SHV_43.3001101.AY065991.1.6_867.1947	SHV_45.3001103.AF547625.1.0_861.834	SHV_51.3001108.AY289548.1.0_861.1316	SHV_55.3001111.AJ863560.2.0_861.8263	SHV_67.3001122.DQ174307.1.4_865.1237	SHV_71.3001125.AM176546.2.0_861.8237	SHV_74.3001128.AM176549.2.30_891.8225	SHV_75.3001129.AM176550.2.30_891.8231	SHV_77.3001131.AM176552.2.30_891.8138	SHV_81.3001135.AM176556.2.25_886.8204	SHV_9.3001068.S82452.1.120_978.1717	SHV_93.3001145.EF373969.1.0_861.1877	SHV_99.3001337.AM941845.1.0_861.1070
ACC_-	ACC_1.3001815.AJ133121.1.649_1810.856	ACC_1a.3006228.NG_048589.1.1_1173.6498	ACC_1b.3006229.NG_048590.1.1_1173.6499	ACC_1c.3006230.NG_048591.1.1_1173.6500	ACC_1d.3006231.NG_048592.1.1_1173.6501	ACC_2.3001816.AF180952.1.1564_2737.1852	ACC_4.3001818.EF504260.2.1994_3155.8175	ACC_5.3001819.HE819401.1.0_1161.778	ACC_7.3006232.NG_055669.1.1_1173.6502	ACC_8.3006233.NG_070728.1.1_1161.6503
ACI_1	ACI_1.3004359.AJ007350.1.239_1094.4259
ACT_-	ACT_12.3001834.JX440355.1.751_1897.1017	ACT_22.3001843.KF992027.1.700_1846.1911	ACT_54.3006249.NG_055670.1.1_1146.6520
ACT_-_1	ACT_14.3001836.JX440354.1.756_1902.1176	ACT_15.3001837.JX440356.1.754_1900.1262	ACT_17.3001838.KF992026.1.753_1899.1418	ACT_18.3001839.KF992028.1.761_1907.1505	ACT_19.3001840.KF992029.1.748_1894.1583	ACT_20.3001841.KF526117.1.0_1146.1853	ACT_21.3001842.KF526118.1.0_1146.1854	ACT_23.3001828.KF515536.1.0_1146.1990	ACT_24.3001844.KJ207207.1.479_1625.779	ACT_25.3001845.KJ207208.1.539_1685.861	ACT_27.3001847.KJ207209.1.454_1600.941	ACT_30.3001850.KM087833.1.0_1146.1263	ACT_31.3001851.KM087843.1.0_1146.1342	ACT_32.3001852.KM087835.1.0_1146.1419	ACT_33.3001853.KM087834.1.0_1146.3684	ACT_35.3001855.LC004922.1.0_1146.1584	ACT_36.3003171.KM926621.1.751_1897.1660	ACT_37.3003172.KM926622.1.238_1384.1735	ACT_39.3006234.NG_048626.1.1_1146.6505	ACT_40.3006235.NG_050703.1.1_1146.6506	ACT_41.3006236.NG_050704.1.1_1146.6507	ACT_42.3006237.NG_050705.1.1_1146.6508	ACT_43.3006238.NG_050706.1.1_1146.6509	ACT_44.3006239.NG_050707.1.1_1146.6510	ACT_45.3006240.NG_050708.1.1_1146.6511	ACT_46.3006241.NG_050709.1.1_1146.6512	ACT_47.3006242.NG_050710.1.1_1146.6513	ACT_5.3001824.FJ237369.1.0_1146.1893	ACT_55.3006250.NG_061414.1.1_1146.6521	ACT_56.3006251.NG_061415.1.1_1146.6522	ACT_59.3006254.NG_061401.1.1_1146.6525	ACT_60.3006255.NG_061402.1.1_1146.6526	ACT_61.3006256.NG_061387.1.1_1146.6527	ACT_65.3006260.NG_064665.1.1_1146.6531	ACT_66.3006261.NG_064666.1.1_1146.6532	ACT_67.3006262.NG_064667.1.1_1146.6533	ACT_69.3006264.NG_065855.1.1_1146.6535	ACT_7.3001830.FJ237368.1.0_1146.759	ACT_70.3006265.NG_065856.1.1_1146.6536	ACT_72.3006266.NG_065857.1.1_1146.6537	ACT_73.3006267.NG_066689.2.1_1146.6538	ACT_74.3006268.NG_066690.1.101_1246.6539	ACT_75.3006269.NG_066691.1.101_1246.6540	ACT_79.3006273.NG_067973.1.1_1146.6544	ACT_83.3006277.NG_067977.1.1_1146.6548	ACT_84.3006278.NG_068161.1.1_1146.6549
ACT_-_2	ACT_28.3001848.KJ207206.1.751_1897.1018	ACT_51.3006246.NG_050714.1.1_1146.6517	ACT_52.3006247.NG_050715.1.1_1146.6518	ACT_64.3006259.NG_061403.1.1_1146.6530	ACT_87.3006279.NG_070175.1.101_1246.6550	ACT_9.3001826.HQ693810.1.1008_2151.819
ACT_-_3	ACT_49.3006244.NG_050712.1.1_1146.6515	ACT_76.3006270.NG_066692.1.101_1246.6541	ACT_77.3006271.NG_067132.1.1_1146.6542	ACT_78.3006272.NG_067972.1.1_1146.6543	ACT_80.3006274.NG_067974.1.1_1146.6545	ACT_81.3006275.NG_067975.1.1_1146.6546	ACT_82.3006276.NG_067976.1.1_1146.6547
ACT_1+	ACT_1.3001821.U58495.2.27_1173.8151	ACT_10.3001832.JN848330.1.0_1146.940	ACT_13.3001835.HE819402.1.0_1146.1094	ACT_2.3001822.AM076977.1.0_1146.1812	ACT_29.3001849.KM087832.1.0_1146.1095	ACT_3.3001823.EF125013.1.0_1146.1177	ACT_34.3001854.NG_048621.1.1_1146.6504	ACT_38.3003655.KP836350.1.0_1146.5243	ACT_4.3001829.EU427302.2.1475_2618.8163	ACT_48.3006243.NG_050711.1.1_1146.6514	ACT_53.3006248.NG_055522.1.1_1146.6519	ACT_57.3006252.NG_061418.1.1_1146.6523	ACT_58.3006253.NG_061419.1.3_1148.6524	ACT_6.3001825.FJ237366.1.40_1186.1972	ACT_62.3006257.NG_061388.1.1_1146.6528	ACT_63.3006258.NG_061406.1.1_1146.6529	ACT_68.3006263.NG_064668.1.1_1146.6534	ACT_8.3001831.FN645445.1.0_1146.5245	MIR_1.3002166.M37839.2.927_2073.8186	MIR_10.3002175.KM087858.1.0_1146.1102	MIR_11.3002176.KM087859.1.0_1146.1182	MIR_12.3002177.KM087863.1.0_1146.1269	MIR_13.3002178.KM087862.1.0_1146.1348	MIR_14.3002179.KM087864.1.0_1146.1425	MIR_16.3002181.KM087861.1.0_1146.1581	MIR_18.3003139.NG_049302.1.0_1146.8102	MIR_19.3006859.NG_050721.1.0_1146.8104	MIR_21.3006861.NG_050723.1.0_1146.8106	MIR_3.3002169.AY743435.1.13_1159.1810	MIR_5.3002170.KP050484.1.0_1146.1978	MIR_9.3002174.KM087860.1.0_1146.875
ACT_50	ACT_50.3006245.NG_050713.1.1_1146.6516
ADC_-	ADC_127.3006302.NG_064683.1.101_1252.6573	ADC_128.3006303.NG_064684.1.101_1252.6574	ADC_129.3006304.NG_064685.1.101_1252.6575	ADC_194.3006363.NG_066693.1.1_1152.6634	ADC_205.3006374.NG_066485.1.1_1152.6645
ADC_-_1	ADC_130.3006305.NG_064686.1.101_1252.6576	ADC_131.3006306.NG_064687.1.101_1252.6577	ADC_148.3006322.NG_064703.1.101_1252.6593	ADC_255.3006425.NG_071201.1.101_1252.6696
ADC_-_2	ADC_134.3006309.NG_064690.1.101_1252.6580	ADC_135.3006310.NG_064691.1.101_1252.6581	ADC_136.3006311.NG_064692.1.101_1252.6582	ADC_137.3006312.NG_064693.1.101_1252.6583	ADC_138.3006313.NG_064694.1.101_1252.6584	ADC_15.3003859.AM283526.1.0_1152.5360	ADC_16.3003860.AM283525.1.0_1152.5364	ADC_18.3003862.AM283523.1.0_1152.5421	ADC_193.3006362.NG_064716.1.101_1252.6633	ADC_201.3006370.NG_066481.1.1_1152.6641	ADC_202.3006371.NG_066482.1.1_1152.6642	ADC_208.3006377.NG_066488.1.1_1152.6648	ADC_209.3006378.NG_066489.1.1_1152.6649	ADC_210.3006379.NG_066490.1.1_1152.6650	ADC_23.3003867.AM283518.1.0_1152.5438	ADC_85.3006442.NG_051449.1.1_1152.6716
ADC_1+	ADC_1.3003847.AJ009979.1.0_1152.5287	ADC_10.3003855.DQ883640.1.0_1167.5246	ADC_100.3006280.NG_051439.1.1_1158.6551	ADC_101.3006281.NG_051440.1.1_1152.6552	ADC_102.3006282.NG_051441.1.1_1152.6553	ADC_103.3006283.NG_051442.1.1_1152.6554	ADC_104.3006284.NG_051443.1.1_1152.6555	ADC_105.3006285.NG_051444.1.1_1152.6556	ADC_106.3006286.NG_051445.1.1_1152.6557	ADC_107.3006287.NG_051446.1.1_1152.6558	ADC_109.3006288.NG_064669.1.101_1252.6559	ADC_11.3004615.GU591983.1.0_1152.5241	ADC_110.3006289.NG_064670.1.1_1152.6560	ADC_112.3006290.NG_064671.1.1_1152.6561	ADC_113.3006291.NG_064672.1.1_1152.6562	ADC_114.3006292.NG_064673.1.31_1185.6563	ADC_115.3006293.NG_064674.1.101_1252.6564	ADC_116.3006294.NG_064675.1.101_1252.6565	ADC_117.3006295.NG_064676.1.101_1252.6566	ADC_119.3006296.NG_064677.1.101_1252.6567	ADC_12.3003856.AM283529.1.0_1152.5302	ADC_120.3006297.NG_064678.1.101_1252.6568	ADC_121.3006298.NG_064679.1.101_1252.6569	ADC_122.3006299.NG_064680.1.101_1252.6570	ADC_123.3006300.NG_064681.1.101_1252.6571	ADC_125.3006301.NG_064682.1.101_1252.6572	ADC_13.3003857.AM283528.2.0_1152.5304	ADC_132.3006307.NG_064688.1.101_1252.6578	ADC_139.3006314.NG_064695.1.101_1252.6585	ADC_14.3003858.AM283527.1.0_1152.5306	ADC_140.3006315.NG_064696.1.101_1252.6586	ADC_141.3006316.NG_064697.1.101_1252.6587	ADC_143.3006317.NG_064698.1.101_1252.6588	ADC_144.3006318.NG_064699.1.101_1252.6589	ADC_145.3006319.NG_064700.1.9_1160.6590	ADC_146.3006320.NG_064701.1.66_1217.6591	ADC_147.3006321.NG_064702.1.85_1236.6592	ADC_149.3006323.NG_064704.1.101_1252.6594	ADC_150.3006324.NG_064705.1.1_1152.6595	ADC_151.3006325.NG_064706.1.101_1252.6596	ADC_152.3006326.NG_054691.1.1_1152.6597	ADC_153.3006327.NG_055657.1.1_1152.6598	ADC_154.3006328.NG_054996.1.1_1152.6599	ADC_155.3006329.NG_055285.1.1_1152.6600	ADC_156.3006330.NG_055286.1.1_1152.6601	ADC_157.3006331.NG_055287.1.1_1152.6602	ADC_158.3006332.NG_055786.1.1_1152.6603	ADC_159.3005037.MG229642.1.0_1152.6073	ADC_160.3006333.NG_055788.1.1_1152.6604	ADC_162.3006334.NG_056060.1.1_1152.6605	ADC_163.3006335.NG_056105.1.1_1152.6606	ADC_164.3006336.NG_056106.1.1_1152.6607	ADC_165.3006337.NG_056107.1.1_1152.6608	ADC_166.3006338.NG_056108.1.1_1152.6609	ADC_167.3006339.NG_056109.1.1_1152.6610	ADC_168.3006340.NG_056110.1.1_1152.6611	ADC_169.3006341.NG_056172.1.1_1152.6612	ADC_17.3003861.AM283524.1.0_1152.5419	ADC_170.3006342.NG_056175.1.1_1152.6613	ADC_171.3006343.NG_056163.1.101_1255.6614	ADC_172.3006344.NG_056162.1.101_1255.6615	ADC_173.3006345.NG_056164.1.101_1255.6616	ADC_174.3006346.NG_061390.1.1_1152.6617	ADC_175.3006347.NG_061391.1.1_1152.6618	ADC_176.3006348.NG_061392.1.1_1167.6619	ADC_177.3006349.NG_061393.1.1_1152.6620	ADC_178.3006350.NG_061394.1.1_1152.6621	ADC_179.3006351.NG_061395.1.1_1152.6622	ADC_180.3006352.NG_061396.1.1_1152.6623	ADC_181.3005244.MK248721.1.0_1152.6330	ADC_182.3005245.MK248722.1.0_1161.6331	ADC_183.3005246.MK248723.1.0_1152.6332	ADC_184.3006353.NG_064707.1.1_1152.6624	ADC_185.3006354.NG_064708.1.1_1152.6625	ADC_186.3006355.NG_064709.1.1_1152.6626	ADC_187.3006356.NG_064710.1.1_1152.6627	ADC_188.3006357.NG_064711.1.1_1152.6628	ADC_189.3006358.NG_064712.1.1_1152.6629	ADC_19.3003863.AM283522.1.0_1152.5424	ADC_190.3006359.NG_064713.1.1_1152.6630	ADC_191.3006360.NG_064714.1.1_1152.6631	ADC_192.3006361.NG_064715.1.1_1152.6632	ADC_195.3006364.NG_065420.1.1_1152.6635	ADC_196.3006365.NG_065858.1.1_1152.6636	ADC_197.3006366.NG_066477.1.1_1152.6637	ADC_198.3006367.NG_066478.1.1_1155.6638	ADC_199.3006368.NG_066479.1.1_1167.6639	ADC_2.3003848.AY177427.1.1141_2293.5288	ADC_20.3003864.AM283521.1.0_1152.5427	ADC_200.3006369.NG_066480.1.1_1152.6640	ADC_203.3006372.NG_066483.1.1_1152.6643	ADC_204.3006373.NG_066484.1.1_1152.6644	ADC_206.3006375.NG_066486.1.1_1152.6646	ADC_207.3006376.NG_066487.1.1_1152.6647	ADC_21.3003865.AM283520.1.0_1152.5432	ADC_211.3006380.NG_066491.1.1_1152.6651	ADC_212.3006381.NG_066492.1.86_1240.6652	ADC_213.3006382.NG_066493.1.100_1254.6653	ADC_214.3006383.NG_066494.1.87_1238.6654	ADC_215.3006384.NG_066495.1.87_1238.6655	ADC_216.3006385.NG_066496.1.101_1252.6656	ADC_217.3006386.NG_066497.1.87_1238.6657	ADC_218.3006387.NG_066498.1.100_1254.6658	ADC_219.3006388.NG_066499.1.101_1255.6659	ADC_22.3003866.AM283519.1.0_1152.5878	ADC_220.3006389.NG_066500.1.87_1238.6660	ADC_221.3006390.NG_067133.1.1_1152.6661	ADC_222.3006391.NG_067193.1.1_1152.6662	ADC_223.3006392.NG_067194.1.1_1149.6663	ADC_224.3006393.NG_067195.1.1_1155.6664	ADC_225.3006394.NG_067196.1.1_1155.6665	ADC_226.3006395.NG_067197.1.1_1152.6666	ADC_227.3006396.NG_067198.1.1_1155.6667	ADC_228.3006397.NG_067199.1.1_1155.6668	ADC_229.3006398.NG_067200.1.1_1152.6669	ADC_230.3006399.NG_067201.1.1_1152.6670	ADC_231.3006400.NG_067202.1.1_1152.6671	ADC_232.3006401.NG_067203.1.1_1155.6672	ADC_233.3006402.NG_067204.1.1_1155.6673	ADC_234.3006403.NG_067978.1.11_1159.6674	ADC_235.3006404.NG_067979.1.11_1174.6675	ADC_236.3006405.NG_070226.1.101_1252.6676	ADC_237.3006406.NG_071183.1.101_1252.6677	ADC_238.3006407.NG_071184.1.101_1252.6678	ADC_239.3006408.NG_071185.1.101_1252.6679	ADC_24.3006409.NG_064717.1.1_1152.6680	ADC_240.3006410.NG_071186.1.87_1238.6681	ADC_241.3006411.NG_071187.1.101_1252.6682	ADC_242.3006412.NG_071188.1.101_1252.6683	ADC_243.3006413.NG_071189.1.101_1252.6684	ADC_244.3006414.NG_071190.1.101_1252.6685	ADC_245.3006415.NG_071191.1.101_1252.6686	ADC_246.3006416.NG_071192.1.101_1252.6687	ADC_247.3006417.NG_071193.1.101_1252.6688	ADC_248.3006418.NG_071194.1.101_1252.6689	ADC_249.3006419.NG_071195.1.101_1252.6690	ADC_25.3003868.EF016355.1.0_1152.5443	ADC_250.3006420.NG_071196.1.87_1241.6691	ADC_251.3006421.NG_071197.1.101_1252.6692	ADC_252.3006422.NG_071198.1.101_1252.6693	ADC_253.3006423.NG_071199.1.101_1252.6694	ADC_254.3006424.NG_071200.1.101_1252.6695	ADC_256.3006426.NG_073457.1.1_1152.6697	ADC_29.3006427.NG_051493.1.101_1252.6699	ADC_3.3003849.AY178995.1.0_1152.5289	ADC_30.3004617.JF265068.1.954_2106.5247	ADC_31.3003870.CP001921.1.2803996_2805148.5444	ADC_32.3006428.NG_050717.1.101_1252.6700	ADC_33.3006429.NG_056059.1.1_1155.6701	ADC_38.3006430.NG_048653.1.1_1152.6702	ADC_39.3003871.EU652244.1.0_1152.5445	ADC_4.3003850.AY178996.1.0_1152.5290	ADC_41.3003872.FJ744160.1.0_1152.5292	ADC_42.3003873.FJ744161.1.0_1152.5294	ADC_43.3003874.FJ744162.1.0_1152.5300	ADC_44.3003876.FJ744163.1.0_1152.5301	ADC_5.3003851.AJ575184.1.0_1152.5291	ADC_51.3006431.NG_048662.1.1_1152.6704	ADC_52.3006432.NG_048663.1.1_1152.6705	ADC_53.3006433.NG_048664.1.1_1152.6706	ADC_54.3006434.NG_048665.1.1_1152.6707	ADC_56.3003878.HQ662682.1.0_1152.5303	ADC_57.3006435.NG_051494.1.1_1152.6708	ADC_58.3004618.JQ319653.1.0_1152.5249	ADC_59.3004619.JQ319654.1.0_1152.5251	ADC_6.3003852.MG601730.1.0_1152.5293	ADC_60.3004620.JQ692087.1.0_1152.5253	ADC_61.3003879.JQ753702.1.0_1152.5305	ADC_62.3004632.JQ867374.1.0_1152.5401	ADC_63.3006436.NG_048673.1.1_1152.6709	ADC_65.3006437.NG_064718.1.1_1158.6710	ADC_66.3006438.NG_064719.1.1_1152.6711	ADC_67.3004633.JX169789.1.0_1152.5403	ADC_68.3004493.KC866352.1.0_1152.4869	ADC_7.3003853.AY648950.1.0_1152.5295	ADC_70.3006439.NG_051317.1.101_1252.6712	ADC_73.3004634.KP881233.1.0_1152.5411	ADC_74.3003880.KP881234.1.0_1152.5362	ADC_75.3003881.KP881235.1.0_1152.5365	ADC_76.3003882.KP881236.1.0_1152.5420	ADC_77.3003883.KP881237.1.53_1205.5423	ADC_78.3003884.KP881238.1.0_1152.5425	ADC_79.3003885.KP881239.1.0_1152.5428	ADC_80.3003886.NG_048686.1.1_1152.6713	ADC_81.3003887.KP881241.1.0_1167.5437	ADC_82.3003888.JEXY01000001.1.379_1531.5441	ADC_86.3006443.NG_051450.1.1_1152.6717	ADC_87.3006444.NG_051451.1.1_1152.6718	ADC_88.3006445.NG_051452.1.1_1152.6719	ADC_89.3006446.NG_051453.1.1_1152.6720	ADC_90.3006447.NG_051454.1.1_1152.6721	ADC_91.3006448.NG_051455.1.1_1152.6722	ADC_92.3006449.NG_051456.1.1_1152.6723	ADC_93.3006450.NG_051457.1.1_1152.6724	ADC_94.3006451.NG_051458.1.1_1152.6725	ADC_95.3006452.NG_051459.1.1_1152.6726	ADC_96.3006453.NG_051460.1.1_1167.6727	ADC_97.3006454.NG_051461.1.1_1152.6728	ADC_98.3006455.NG_051462.1.1_1152.6729	ADC_99.3006456.NG_051463.1.1_1152.6730	ampC.3003796.CP001182.1.2873299_2874451.3566
ADC_133	ADC_133.3006308.NG_064689.1.101_1252.6579
ADC_8	ADC_8.3003854.AM293332.3.0_1194.4033
ADC_8-	ADC_83.3006440.NG_051447.1.1_1152.6714	ADC_84.3006441.NG_051448.1.1_1152.6715
AER_1	AER_1.3002481.U14748.1.324_1239.901
AFM_-	AFM_1.3006890.NG_063835.1.1_804.6731	AFM_2.3006891.NG_073458.1.1_804.6732
AIM_1	AIM_1.3000853.AM998375.1.1172_2084.1033
ALG11_1	ALG11_1.3006892.NG_062237.1.1_888.6733
ALG6_1	ALG6_1.3006893.NG_062236.1.1_957.6734
ALI_1	ALI_1.3006894.NG_057427.1.101_838.6735
ALI_2	ALI_2.3006895.NG_059328.1.101_838.6736
ANA_1	ANA_1.3006896.NG_057424.1.101_868.6737
ANT_2____Ia	ANT_2____Ia.3000230.AF078527.1.3769_4303.457
